code,name,water_g,energy_kcal,protein_g,fat_g,carb_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,thiamin_mg,riboflavin_mg,niacin_mg,vitc_mg,bdd_pct,state,group
CR006,"Kacang bogor, segar",60.8,165,7.7,3.1,27.4,2.5,1.0,96,126,5.3,6,537.0,0.41,1.2,,29,,0.32,0.35,2.7,,100,Tunggal,Kacang
CR007,"Kacang endel, biji, kering",14.0,331,25.0,1.0,58.0,23.6,2.0,80,400,5.0,12,1322.4,0.68,2.7,,,,0.30,0.75,2.3,,95,Tunggal,Kacang
CR008,"Kacang ercis, segar",67.6,129,12.4,0.7,18.3,28.6,1.0,40,130,2.3,4,310.0,0.30,2.1,,212,,0.29,0.05,2.7,,45,Tunggal,Kacang
CR009,"Kacang galing, segar",12.0,336,23.1,1.7,59.5,,3.8,80,400,5.0,,,,,,,,0.60,,,,95,Tunggal,Kacang
CR010,"Kacang gude, biji, kering",16.1,316,20.7,1.0,58.0,4.6,4.2,146,445,4.7,16,1306.2,0.99,2.7,,19,,0.30,0.19,2.4,,100,Tunggal,Kacang
CR011,"Kacang gude, biji, segar",70.3,114,7.0,0.6,20.8,4.4,2.3,3,122,1.5,4,480.5,0.12,0.9,,,70,0.37,0.07,0.8,43,100,Tunggal,Kacang
CR012,"Kacang hijau var. bakti, kering",7.4,350,17.1,1.8,70.7,5.7,3.1,94,315,4.9,46,893.9,1.52,3.1,,171,235,0.40,0.27,2.6,11,100,Tunggal,Kacang
CR013,"Kacang hijau var. siwalik, kering",8.8,339,20.8,2.1,64.6,7.4,3.7,122,136,4.9,45,880.4,1.50,3.1,,168,321,0.45,0.27,2.6,,100,Tunggal,Kacang
CR014,"Kacang hijau, kering",15.5,323,22.9,1.5,56.8,7.5,3.3,223,319,7.5,42,815.7,1.90,2.9,,156,223,0.46,0.15,1.5,10,100,Tunggal,Kacang
CR015,"Kacang hitam, kering",12.5,346,16.6,1.7,66.1,22.8,3.1,70,300,4.7,3,,0.90,3.5,,28,,0.16,0.10,2.1,,100,Tunggal,Kacang
CR016,"Kacang kapri, segar",74.3,98,6.7,0.4,17.7,6.2,0.9,22,122,1.9,6,296.6,0.21,1.5,,,680,0.34,0.16,2.5,26,45,Tunggal,Kacang
CR017,"Kacang kedelai, kering",12.7,381,40.4,16.7,24.9,3.2,5.5,222,682,10.0,210,713.4,1.58,3.9,,237,31,0.52,0.12,1.2,,100,Tunggal,Kacang
CR018,"Kacang kedelai, segar",20.0,286,30.2,15.6,30.1,,4.1,196,506,6.9,28,870.9,1.24,3.6,,,95,0.93,0.26,1.8,,100,Tunggal,Kacang
CR019,"Kacang kincai, kering",4.2,444,19.9,16.0,55.0,,4.9,26,,,,,,,,,,0.10,0.10,1.9,,,Tunggal,Kacang
CR020,"Kacang komak, segar",20.9,327,16.4,4.3,55.8,0.5,2.6,74,282,4.0,22,1137.0,0.90,2.1,,,,0.99,0.12,0.1,,45,Tunggal,Kacang
CR021,"Kacang kuning, kering",11.7,355,17.0,2.5,66.0,15.1,2.8,140,220,5.8,1,,0.70,3.2,,58,,0.47,0.08,1.9,,,Tunggal,Kacang
CR022,"Kacang lebui /iris, kering",11.8,346,16.5,1.5,66.6,37.3,3.6,144,368,3.4,17,1225.0,1.50,3.3,,64,,0.62,0.20,,,100,Tunggal,Kacang
CR023,"Kacang mentega, kering",13.7,344,16.7,2.1,64.6,13.0,2.9,110,300,6.7,1,10.0,0.70,2.5,,0.1,,0.21,0.07,1.2,,,Tunggal,Kacang
CR024,"Kacang merah/banda, kering",13.0,350,13.9,3.0,66.9,26.3,3.2,84,242,6.8,19,1127.0,,42.0,,137,,0.15,0.76,0.3,,100,Tunggal,Kacang
CR025,"Kacang merah tua, kering",12.3,280,16.7,1.6,63.2,4.6,6.2,209,335,6.4,,1348.5,0.69,2.8,,,,0.10,0.08,2.0,6,100,Tunggal,Kacang
CR026,"Kacang merah, kering",17.7,314,22.1,1.1,56.2,4.0,2.9,502,429,10.3,11,1265.5,0.65,2.6,,,,0.40,0.72,2.2,,100,Tunggal,Kacang
CR027,"Kacang merah, segar",57.2,171,11.0,2.2,28.0,2.1,1.7,293,134,3.7,7,360.7,0.34,1.4,,,10,0.15,0.15,1.1,,100,Tunggal,Kacang
CR028,"Kacang mete/biji jambu monyet, segar",4.6,616,16.3,48.4,28.7,0.9,2.0,26,521,3.8,26,692.0,4.70,4.1,,5,,0.64,0.03,,,69,Tunggal,Kacang
CR029,"Kacang panjang, biji, kering",12.2,357,17.3,1.5,68.6,10.6,0.4,163,437,6.9,16,1109.4,0.35,2.8,,2182,,0.57,0.98,7.1,2,100,Tunggal,Kacang
CR030,Kacang tanah sangan,1.2,560,29.5,43.0,24.1,2.9,2.2,107,366,4.1,34,509.8,1.69,2.1,,,,0.31,0.30,15.5,,100,Tunggal,Kacang
CR031,Kacang tanah sangan tanpa selaput,2.6,559,26.9,44.2,23.6,2.6,2.7,74,393,1.9,33,202.3,520.40,1.7,,,,0.30,29.47,8.0,,100,Tunggal,Kacang
CR032,"Kacang tanah, kering",9.6,525,27.9,42.7,17.4,2.4,2.4,316,456,5.7,31,466.5,1.55,1.9,,,30,0.44,0.27,1.4,,100,Tunggal,Kacang
CR033,"Kacang tolo / tunggak, kering",13.5,331,24.4,1.9,56.6,1.6,3.6,481,399,13.9,15,7.8,1.03,5.9,,65,,0.06,0.20,4.3,,100,Tunggal,Kacang
CR034,"Kacang tunis, kering",10.5,351,12.2,1.2,72.9,29.5,3.2,120,220,6.9,1,,1.40,2.9,,,,0.57,0.13,2.5,,100,Tunggal,Kacang
CR035,"Kacang uci, kering",9.9,358,23.4,2.4,60.6,7.4,3.7,269,264,0.5,13,1457.7,0.35,,,20,,0.10,0.20,2.5,2,100,Tunggal,Kacang
CR036,"Kacang urei, kering",12.8,354,12.8,1.8,69.3,26.1,3.3,220,220,5.1,1,,0.70,3.1,,,,0.55,0.05,3.5,,,Tunggal,Kacang
CR037,"Kenari banda, kering",13.0,616,13.9,56.2,13.7,,3.2,,380,1.4,11,460.0,1.10,3.2,,90,,0.83,0.08,0.5,,100,Tunggal,Kacang
CR038,"Kenari, kering",3.0,657,15.0,66.0,13.0,,3.0,92,691,7.7,3,505.8,0.97,3.0,,,,0.42,0.09,0.5,,100,Tunggal,Kacang
CR039,"Komak polong, segar",74.3,99,3.3,0.1,21.2,10.3,1.1,50,99,13.1,15,567.0,0.20,0.6,,5,,0.13,0.03,0.2,,100,Tunggal,Kacang
CR040,"Koro andong, kering",10.8,356,20.5,4.1,61.6,7.0,3.0,150,272,6.2,18,301.8,0.73,2.8,,,,0.29,0.02,1.4,1,100,Tunggal,Kacang
CR041,"Koro benguk, biji, kering",15.0,332,24.0,3.0,55.0,5.6,3.0,30,200,2.0,42,389.2,1.25,8.7,,,70,0.30,0.12,1.7,,95,Tunggal,Kacang
CR042,"Koro kerupuk, biji, segar",67.2,125,8.3,0.7,22.1,2.2,1.7,17,12,2.7,16,150.3,0.48,3.4,,,80,0.11,0.04,1.1,31,68,Tunggal,Kacang
CR043,"Koro loke, biji, segar",88.6,33,2.7,0.2,7.9,3.5,0.6,60,40,2.0,2,38.6,0.09,0.4,,,40,0.10,,0.2,,95,Tunggal,Kacang
CR044,"Koro roay, kering",13.0,344,12.5,2.1,69.4,7.5,3.0,70,103,4.4,18,294.3,0.72,2.7,,,28,0.11,0.21,1.4,1,100,Tunggal,Kacang
CR045,"Koro wedus, biji, kering",11.8,338,22.2,1.5,61.0,5.8,3.5,88,395,3.5,43,403.8,1.30,9.1,,,,0.62,0.12,1.8,,100,Tunggal,Kacang
CR046,"Lamtoro biji, muda, segar",77.4,85,5.7,0.3,15.4,10.8,1.2,180,53,2.7,35,485.7,0.02,1.4,,,423,0.08,1.15,1.0,15,100,Tunggal,Kacang
CR047,"Lamtoro biji, tua, segar",61.4,148,10.6,0.5,26.2,17.0,1.3,155,59,2.2,28,628.6,0.03,2.4,,,416,0.23,0.49,2.8,20,100,Tunggal,Kacang
CR048,Lamtoro var. gung tanpa kulit,10.2,367,46.4,5.4,32.5,2.6,4.4,136,441,23.3,65,1462.3,0.07,5.6,,,18900,0.06,1.15,1.0,9,100,Tunggal,Kacang
CR049,Lamtoro var. lokal dengan kulit,13.5,336,23.8,1.2,59.7,15.4,1.8,867,321,1.5,134,1858.9,0.07,5.4,,,321,0.15,1.34,0.9,16,100,Tunggal,Kacang
CR050,"Nangka, biji, segar",57.7,165,4.2,0.1,36.7,1.8,1.3,33,200,1.0,69,179.0,0.12,0.2,,,,0.20,0.03,1.4,10,75,Tunggal,Kacang
CR051,"Saga merah terkupas, mentah",8.1,449,30.6,25.5,31.9,3.5,3.9,1062,161,14.2,66,1496.5,0.07,5.7,,9,107,0.09,1.50,10.9,7,100,Tunggal,Kacang
CR052,"Wijen, mentah",5.8,568,19.3,51.1,18.1,3.6,5.8,1125,614,9.5,18,303.7,4.16,7.9,,15,,0.93,0.20,5.7,,100,Tunggal,Kacang
DP001,"Bayam, kukus",90.7,30,1.3,0.7,5.8,1.2,1.6,239,35,5.7,15,431.0,0.10,0.3,,2699,3750,0.02,0.10,0.9,32,100,Olahan,Sayur
DP002,"Bayam, rebus",93.5,23,1.2,0.6,3.7,1.1,1.0,150,35,0.5,16,308.4,0.20,0.3,,3282,2864,0.02,0.10,0.9,19,100,Olahan,Sayur
DP003,"Buncis, rebus",90.6,30,2.2,0.2,6.4,1.5,0.6,107,47,0.5,7,138.9,0.10,0.3,,1,402,0.01,0.29,2.0,8,100,Olahan,Sayur
DP004,"Daun kacang panjang, kukus",87.2,40,3.7,0.3,8.0,1.8,0.8,111,66,3.7,6,419.5,0.20,0.3,,2645,5781,0.15,0.20,0.9,11,100,Olahan,Sayur
DP005,"Daun katuk, rebus",83.3,53,5.3,0.9,9.1,1.2,1.4,185,102,3.1,16,291.3,0.30,1.3,,11131,9000,,0.30,2.2,66,100,Olahan,Sayur
DP006,"Daun kelor, rebus",80.3,61,6.1,0.9,10.0,0.9,2.6,255,36,2.1,45,181.2,0.10,0.6,,3972,6071,0.10,0.10,4.0,13,100,Olahan,Sayur
DP007,"Daun mengkudu, kukus",81.6,63,3.8,1.5,11.5,2.4,1.6,300,43,6.0,,,,,,2,4900,0.08,0.10,5.2,11,100,Olahan,Sayur
DP008,"Daun singkong, rebus",90.5,31,3.7,0.6,4.8,1.6,0.4,160,50,2.6,13,14.0,0.10,2.0,,3897,4150,0.02,0.10,1.7,34,100,Olahan,Sayur
DP009,"Daun talas, rebus",91.6,27,1.3,0.2,5.9,1.6,1.0,119,41,1.4,3,519.4,0.50,0.5,,4641,2682,,0.60,1.9,7,100,Olahan,Sayur
DP010,"Daun ubi merah, kukus",82.5,56,3.1,0.3,13.0,1.5,1.1,78,52,4.3,28,472.8,0.10,0.4,,5277,5397,,0.20,1.1,14,100,Olahan,Sayur
DP011,"Kacang panjang, kukus",88.2,39,3.0,0.6,7.6,1.7,0.6,100,91,1.2,28,199.0,0.11,0.5,,131,205,0.02,0.10,0.3,20,100,Olahan,Sayur
DP012,"Kacang panjang, rebus",90.9,30,2.3,0.4,5.8,1.4,0.6,71,68,0.8,24,114.5,0.10,0.4,,128,162,,0.07,0.2,15,100,Olahan,Sayur
DP013,"Kangkung, kukus",90.4,30,3.2,0.7,4.7,1.8,1.0,70,49,4.4,45,184.9,0.10,0.4,,2370,5837,0.03,0.28,1.4,11,100,Olahan,Sayur
DP014,"Kangkung, rebus",93.0,22,2.5,0.6,3.1,1.2,0.8,50,51,3.5,31,98.0,0.10,0.3,,2370,4325,0.01,0.22,1.2,13,100,Olahan,Sayur
DP015,"Paria putih, kukus",95.0,16,0.8,0.2,3.4,1.2,0.6,16,33,0.5,4,236.0,,0.7,,187,65,0.15,0.04,0.3,35,100,Olahan,Sayur
DP016,"Selada, rebus",93.5,19,2.7,0.2,2.9,0.7,0.7,83,74,1.4,24,160.7,0.05,0.3,,2499,3700,0.08,0.20,0.6,27,100,Olahan,Sayur
DP017,"Taoge, goreng",79.2,88,3.2,2.1,14.0,0.7,1.5,168,50,5.7,,,,,2,,613,0.05,,,,100,Olahan,Sayur
DP018,"Taoge, seduh",91.9,28,3.0,0.8,4.0,1.0,0.3,52,73,0.5,18,58.3,0.19,0.4,,46,18,0.10,,0.9,2,87,Olahan,Sayur
DP019,"Terung panjang, kukus",92.7,23,1.8,0.1,4.9,0.4,0.5,40,13,0.5,9,57.0,67.10,0.2,,99,20,,0.07,0.7,1,100,Olahan,Sayur
DP020,"Wortel, rebus",92.1,28,0.7,0.5,6.3,0.8,0.4,46,28,0.6,41,117.3,0.10,0.2,,3824,5396,0.01,0.03,0.7,12,100,Olahan,Sayur
DP021,"Wortel, kukus",89.5,37,1.0,0.6,8.3,1.1,0.6,44,30,0.6,43,122.5,0.11,0.3,,3994,7150,0.02,0.03,0.8,14,100,Olahan,Sayur
DP022,"Asinan Bogor, sayuran",78.0,98,3.9,2.6,14.8,0.5,0.7,314,17,1.2,483,,,,10,,146,0.28,,,5,100,Olahan,Sayur
DP023,"Anyang, sayur",76.9,126,3.4,7.9,10.3,5.4,1.5,180,1,2.9,290,181.0,0.30,1.2,,3263,,0.20,,,,100,Olahan,Sayur
DP024,"Ares, sayur",77.7,113,0.9,7.2,11.2,4.7,3.0,63,5,1.5,1413,1030.0,0.70,3.8,,6,,0.10,,0.5,,100,Olahan,Sayur
DP025,Arwan sirsir,59.0,277,2.4,25.0,10.7,4.6,2.9,120,40,2.4,240,320.0,0.20,0.9,,1578,,0.10,0.20,,11,100,Olahan,Sayur
DP026,Beberuk,89.1,65,1.1,5.2,3.5,3.1,1.1,179,72,8.3,53,427.0,0.40,0.2,,44,,0.30,,4.4,,100,Olahan,Sayur
DP027,Botok lamtoro,63.9,186,11.7,9.7,13.0,2.1,2.2,771,322,26.0,,,,,18,,179,0.27,,,2,100,Olahan,Sayur
DP028,Buntil daun talas,74.5,141,4.4,10.2,8.0,1.8,3.0,149,121,14.5,,,,,13,,8610,0.25,,,1,100,Olahan,Sayur
DP029,Cammetutu,79.6,102,3.2,6.0,8.7,4.3,2.5,41,93,0.5,443,518.0,0.30,0.7,,1123,,0.30,0.40,0.4,19,100,Olahan,Sayur
DP030,"Cap cai, sayur",82.7,97,5.8,6.3,4.2,0.6,1.0,287,89,1.8,405,,,,45,,1640,0.21,,,1,100,Olahan,Sayur
DP031,Gado-gado,68.5,137,6.1,3.2,21.0,1.1,1.5,301,135,7.5,,,,,3,,5929,0.10,,,1,100,Olahan,Sayur
DP032,"Gudeg, sayur",69.2,160,3.3,9.2,16.0,2.3,2.1,62,55,12.8,,,,,,,166,0.15,,,,100,Olahan,Sayur
DP033,Gulai pakis,76.1,143,4.0,11.4,6.0,1.4,2.6,548,124,1.7,,,,,11,,9802,0.35,,,1,100,Olahan,Sayur
DP034,Gulai pliek,71.9,176,7.3,14.9,3.2,,2.7,39,54,1.4,257,285.0,0.30,0.6,,,,,,,,100,Olahan,Sayur
DP035,Kadada katembe,80.0,110,4.5,6.9,7.1,3.9,1.5,26,77,,178,131.0,0.20,0.7,,46,,0.10,,3.7,23,100,Olahan,Sayur
DP036,"Kaparende, sayur",91.7,38,2.4,2.0,2.6,1.5,1.3,126,68,,170,43.0,,0.3,,40,,0.10,,3.7,22,100,Olahan,Sayur
DP037,"Karedok, sayur",79.0,92,2.2,3.3,14.1,1.4,1.4,174,85,2.4,,,,,,,1,0.08,,,3,100,Olahan,Sayur
DP038,Keripik bayam,2.3,586,4.9,40.6,50.2,0.5,1.9,236,117,3.6,,,,,,,4544,0.16,,,,100,Olahan,Sayur
DP039,Kotiu hinela tawang nggole,88.4,46,2.2,1.5,6.0,3.8,1.9,64,44,,316,103.0,1.60,0.8,,75,,0.30,,9.7,7,100,Olahan,Sayur
DP040,Lema/Rebung asam,96.3,15,1.0,0.4,1.9,,0.4,17,230,2.9,3,156.0,0.10,0.7,,,,0.30,,,,100,Olahan,Sayur
DP041,Lilin bungkus gedi,84.8,79,2.3,5.2,5.8,2.5,1.9,170,70,0.9,170,50.0,0.20,0.8,,,,0.20,0.10,,18,100,Olahan,Sayur
DP042,Olah-olah,83.9,9,2.1,6.0,7.1,4.4,0.9,26,3,1.2,289,266.0,0.30,0.6,,36,,0.20,0.10,0.4,,100,Olahan,Sayur
DP043,Paku hinela wulelenggapaya,83.4,77,3.5,4.6,5.4,3.6,3.1,63,85,,469,37.0,0.30,0.7,,55,,0.80,0.10,0.2,4,100,Olahan,Sayur
